,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
446,2017,12,ZURICH,PARIS LYON,176.61158854200002,128,0,16,33.3322916667,4.33880208333,11,4.33880208333,6,4,37.5,18.75,31.25,0.0,6.25,6.25
447,2015,2,PARIS EST,REIMS,47.1789473684,194,4,9,14.8888888889,1.3263157894700002,3,28.0,1,0,0.0,55.5555555556,0.0,33.333333333300004,0.0,11.1111111111
448,2015,2,PARIS LYON,NIMES,177.77380952400003,295,1,30,22.0666666667,4.54421768707,15,31.2,5,2,35.7142857143,25.0,10.7142857143,14.2857142857,3.5714285714300003,10.7142857143
449,2015,2,PARIS LYON,TOULON,229.918502203,227,0,15,35.1333333333,5.97797356828,15,35.1333333,10,0,6.666666666669999,20.0,26.6666666667,26.6666666667,6.666666666669999,13.3333333333
450,2015,2,PARIS MONTPARNASSE,LA ROCHELLE VILLE,191.431372549,204,0,16,34.25,4.367647058819999,16,34.25,5,2,15.3846153846,53.8461538462,23.0769230769,0.0,7.692307692310001,0.0
451,2015,2,PARIS NORD,DUNKERQUE,123.209205021,239,0,16,24.75,2.22175732218,10,32.8,4,2,7.692307692310001,53.8461538462,0.0,23.0769230769,15.3846153846,0.0
452,2015,4,CHAMBERY CHALLES LES EAUX,PARIS LYON,181.656682028,218,1,26,30.1153846154,3.4608294930900003,19,36.6315789,4,3,30.7692307692,26.9230769231,26.9230769231,7.692307692310001,3.84615384615,3.84615384615
453,2015,4,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,79.7286432161,199,0,22,13.0909090909,2.30150753769,6,25.0,1,0,9.523809523810002,38.0952380952,19.0476190476,19.0476190476,14.2857142857,0.0
454,2015,4,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.286363636,110,0,16,31.0625,4.85454545455,11,39.6363636,3,3,31.25,37.5,6.25,12.5,12.5,0.0
455,2015,4,PARIS MONTPARNASSE,ANGOULEME,154.981308411,321,0,19,19.8947368421,1.93769470405,11,24.9090909,3,0,11.1111111111,66.6666666667,11.1111111111,5.555555555560001,5.555555555560001,0.0
456,2015,4,PARIS MONTPARNASSE,QUIMPER,267.13,200,0,8,32.625,1.77,8,32.625,4,1,57.142857142900006,28.5714285714,0.0,0.0,14.2857142857,0.0
457,2015,4,VANNES,PARIS MONTPARNASSE,208.795918367,245,0,5,29.8,0.530612244898,5,29.8,2,0,40.0,40.0,20.0,0.0,0.0,0.0
458,2015,4,LILLE,LYON PART DIEU,193.895910781,269,0,23,45.4782608696,5.29739776952,23,45.4782609,11,5,30.4347826087,26.0869565217,17.3913043478,21.7391304348,4.34782608696,0.0
459,2015,4,LYON PART DIEU,MONTPELLIER,110.991666667,360,0,80,34.1625,10.3694444444,57,42.877193,28,11,24.6753246753,32.4675324675,12.987012986999998,10.3896103896,10.3896103896,9.09090909091
460,2015,11,PARIS MONTPARNASSE,ST MALO,182.994949495,99,0,4,77.5,3.53535353535,4,77.5,2,2,50.0,50.0,0.0,0.0,0.0,0.0
461,2015,8,PARIS LYON,MONTPELLIER,205.62739726,372,7,79,72.59493670890001,18.0,79,72.5949367,49,27,36.8421052632,14.473684210500002,5.26315789474,36.8421052632,5.26315789474,1.3157894736799998
462,2015,8,ST PIERRE DES CORPS,PARIS MONTPARNASSE,64.8926886792,425,1,48,25.4583333333,2.67688679245,17,54.0588235,10,5,25.5319148936,21.2765957447,8.510638297869999,14.8936170213,8.510638297869999,21.2765957447
463,2015,8,PARIS NORD,DUNKERQUE,118.4375,240,0,17,30.2352941176,1.62083333333,11,39.8181818,7,2,46.6666666667,13.3333333333,0.0,26.6666666667,13.3333333333,0.0
466,2016,4,PARIS LYON,AIX EN PROVENCE TGV,187.326280624,449,9,16,32.25,1.9153674833,13,37.1538462,9,1,68.75,0.0,12.5,6.25,12.5,0.0
467,2016,4,DIJON VILLE,PARIS LYON,97.3220338983,413,7,20,21.8,0.150121065375,13,26.6153846,3,0,21.0526315789,26.3157894737,36.8421052632,10.5263157895,0.0,5.26315789474
468,2016,4,LYON PART DIEU,MONTPELLIER,112.467048711,349,8,57,27.087719298200003,4.8739255014300005,41,32.7804878,14,4,30.3571428571,14.2857142857,19.6428571429,10.7142857143,14.2857142857,10.7142857143
470,2015,10,BELLEGARDE (AIN),PARIS LYON,164.8875,240,0,26,24.4615384615,1.1416666666700002,19,28.8421053,5,1,23.0769230769,50.0,7.692307692310001,11.538461538499998,3.84615384615,3.84615384615
471,2015,10,MACON LOCHE,PARIS LYON,100.977386935,199,0,22,25.3636363636,2.34170854271,15,31.4,5,1,19.0476190476,42.8571428571,14.2857142857,23.8095238095,0.0,0.0
472,2015,10,MULHOUSE VILLE,PARIS LYON,167.63564668799998,317,0,16,24.8125,1.34700315457,13,27.769230800000003,5,0,7.1428571428600005,28.5714285714,21.4285714286,14.2857142857,14.2857142857,14.2857142857
473,2015,10,PARIS MONTPARNASSE,ANGOULEME,154.785714286,330,1,19,26.0,2.1094224924,13,32.3076923,5,1,21.0526315789,36.8421052632,15.7894736842,15.7894736842,0.0,10.5263157895
474,2015,10,PARIS MONTPARNASSE,BREST,267.540178571,224,0,13,48.1538461538,3.5089285714300003,13,48.1538462,8,4,0.0,61.5384615385,7.692307692310001,23.0769230769,0.0,7.692307692310001
477,2017,10,NICE VILLE,PARIS LYON,340.17475728200003,208,2,37,50.6761261261,9.46933656958,37,9.46933656958,22,13,44.4444444444,22.2222222222,19.4444444444,11.1111111111,0.0,2.77777777778
478,2017,10,ANGERS SAINT LAUD,PARIS MONTPARNASSE,91.53200883,454,1,92,14.3695652174,4.04690949227,28,4.04690949227,7,1,11.1111111111,33.333333333300004,23.8095238095,17.4603174603,9.523809523810002,4.7619047619
480,2017,10,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257.923976608,171,0,24,44.45625,6.937231968810001,24,6.937231968810001,12,4,33.333333333300004,4.7619047619,9.523809523810002,47.61904761899999,0.0,4.7619047619
481,2017,10,PARIS LYON,LAUSANNE,224.268027211,147,0,21,29.1563492063,6.20430839002,21,6.20430839002,6,2,0.0,30.0,50.0,15.0,5.0,0.0
482,2015,9,METZ,PARIS EST,86.9426523297,280,1,32,19.15625,2.05017921147,15,30.866666700000003,4,2,10.7142857143,21.4285714286,46.4285714286,17.8571428571,3.5714285714300003,0.0
483,2015,9,NANCY,PARIS EST,96.1285714286,280,0,15,33.1333333333,0.471428571429,12,38.5,6,3,41.6666666667,8.333333333330001,8.333333333330001,33.333333333300004,0.0,8.333333333330001
484,2015,9,PARIS LYON,DIJON VILLE,96.0817409766,471,0,30,25.0666666667,1.42887473461,21,30.3809524,9,0,41.3793103448,3.44827586207,3.44827586207,34.482758620700004,17.2413793103,0.0
485,2015,12,PARIS MONTPARNASSE,TOURS,74.5358974359,195,0,21,13.6666666667,1.96923076923,5,26.0,2,0,28.5714285714,19.0476190476,4.7619047619,4.7619047619,42.8571428571,0.0
486,2016,2,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.361904762,105,1,11,16.0909090909,5.44761904762,3,26.0,1,0,18.1818181818,54.545454545500014,18.1818181818,0.0,9.09090909091,0.0
487,2016,2,PARIS MONTPARNASSE,LA ROCHELLE VILLE,196.318181818,209,0,7,34.8571428571,3.81339712919,7,34.8571429,3,0,42.8571428571,14.2857142857,0.0,14.2857142857,0.0,28.5714285714
488,2016,2,LYON PART DIEU,MONTPELLIER,117.930029155,343,5,50,44.94,7.75510204082,33,61.545454500000005,20,11,31.1111111111,15.555555555600002,17.7777777778,17.7777777778,4.44444444444,13.3333333333
489,2016,2,FRANCFORT,PARIS EST,99.8947368421,57,0,16,37.6875,12.6842105263,13,43.5384615,7,3,12.5,12.5,75.0,0.0,0.0,0.0
490,2016,3,PARIS LYON,AIX EN PROVENCE TGV,186.931919643,448,13,29,35.1379310345,3.42633928571,25,38.56,11,4,51.724137931,13.7931034483,10.3448275862,17.2413793103,6.896551724139999,0.0
491,2016,3,ANNECY,PARIS LYON,224.357142857,196,5,19,29.3157894737,2.52551020408,19,29.3157895,7,0,36.8421052632,15.7894736842,10.5263157895,26.3157894737,5.26315789474,5.26315789474
492,2016,3,VALENCE ALIXAN TGV,PARIS LYON,131.302845528,246,8,34,33.588235294099995,2.7073170731700005,23,43.2608696,13,4,33.333333333300004,21.2121212121,12.1212121212,24.2424242424,6.06060606061,3.0303030303
493,2016,3,PARIS MONTPARNASSE,LAVAL,96.4317180617,227,10,17,33.411764705900005,2.49339207048,11,44.7272727,5,3,33.333333333300004,25.0,16.6666666667,0.0,25.0,0.0
494,2016,3,LILLE,MARSEILLE ST CHARLES,302.868421053,209,3,31,30.258064516100003,6.78468899522,31,30.258064500000003,9,2,41.935483871,12.903225806499998,12.903225806499998,9.67741935484,9.67741935484,12.903225806499998
495,2016,8,PARIS EST,NANCY,94.6178707224,264,1,7,22.7142857143,0.7604562737639999,4,30.25,2,0,28.5714285714,14.2857142857,14.2857142857,28.5714285714,0.0,14.2857142857
496,2016,8,STRASBOURG,PARIS EST,118.454545455,473,0,28,22.4642857143,1.29175475687,22,25.3181818,8,0,7.407407407409999,51.8518518519,33.333333333300004,3.7037037037,3.7037037037,0.0
497,2016,8,PARIS LYON,AVIGNON TGV,160.275568182,528,0,48,23.3541666667,3.22727272727,30,30.2666667,11,1,36.170212766,19.1489361702,17.021276595699998,23.4042553191,2.12765957447,2.12765957447
498,2016,8,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,168.708737864,104,1,8,24.625,1.88349514563,7,26.142857100000004,1,0,50.0,25.0,0.0,0.0,12.5,12.5
499,2016,8,VALENCE ALIXAN TGV,PARIS LYON,132.587912088,274,1,71,46.535211267600005,11.380952380999998,57,54.57894739999999,26,13,34.7826086957,20.2898550725,20.2898550725,11.5942028986,2.89855072464,10.1449275362
500,2016,8,DOUAI,PARIS NORD,77.024691358,162,0,20,19.7,2.87037037037,8,36.25,3,2,33.333333333300004,16.6666666667,38.8888888889,5.555555555560001,5.555555555560001,0.0
501,2016,1,AIX EN PROVENCE TGV,PARIS LYON,185.173076923,390,1,16,37.25,0.884615384615,13,43.230769200000005,6,2,46.6666666667,20.0,0.0,20.0,6.666666666669999,6.666666666669999
502,2016,1,DIJON VILLE,PARIS LYON,97.7850241546,414,0,31,25.0967741935,0.845410628019,21,31.5238095,5,2,22.5806451613,22.5806451613,19.3548387097,19.3548387097,6.451612903230001,9.67741935484
503,2016,1,STRASBOURG,NANTES,317.62857142900003,35,0,3,73.0,6.8,3,73.0,3,2,33.333333333300004,33.333333333300004,0.0,33.333333333300004,0.0,0.0
504,2017,7,PARIS LYON,ANNECY,223.641176471,172,2,14,64.3571428571,8.36470588235,14,64.2142857,11,5,41.6666666667,0.0,16.6666666667,41.6666666667,0.0,0.0
505,2017,7,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.58974359,117,0,15,31.3333333333,5.84615384615,9,44.5518519,4,3,40.0,0.0,26.6666666667,13.3333333333,20.0,0.0
506,2017,7,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90.3760445682,368,9,76,27.934210526300003,7.41504178273,42,42.0099206,21,7,8.823529411760003,52.941176470600006,17.6470588235,17.6470588235,0.0,2.9411764705900003
507,2017,7,ANGERS SAINT LAUD,PARIS MONTPARNASSE,90.7417840376,433,7,102,30.2058823529,8.20187793427,46,55.7778986,29,14,14.9253731343,37.3134328358,25.373134328400003,16.4179104478,0.0,5.97014925373
508,2017,7,PARIS LYON,ITALIE,439.484210526,95,0,13,64.3846153846,7.02105263158,13,64.0769231,7,3,8.333333333330001,25.0,25.0,41.6666666667,0.0,0.0
509,2016,11,PARIS LYON,LYON PART DIEU,120.630615641,601,0,44,26.4545454545,2.45757071547,28,34.3571429,11,3,43.9024390244,31.7073170732,12.1951219512,4.87804878049,7.31707317073,0.0
510,2016,11,ANGOULEME,PARIS MONTPARNASSE,160.185628743,337,3,86,33.6744186047,9.58982035928,53,46.509434000000006,26,16,22.0930232558,52.325581395300006,6.97674418605,5.81395348837,8.13953488372,4.6511627907
511,2016,11,RENNES,PARIS MONTPARNASSE,139.451175407,555,2,98,29.7142857143,5.75406871609,74,35.4054054,32,10,41.0526315789,35.789473684200004,4.21052631579,6.3157894736800015,10.5263157895,2.10526315789
512,2017,11,MULHOUSE VILLE,PARIS LYON,168.656441718,327,1,46,43.097826087,6.88139059305,31,6.88139059305,15,11,17.9487179487,43.5897435897,15.3846153846,15.3846153846,2.5641025641,5.128205128209999
513,2017,11,PERPIGNAN,PARIS LYON,302.312101911,160,3,21,40.9650793651,5.60605095541,21,5.60605095541,13,5,38.8888888889,22.2222222222,27.7777777778,11.1111111111,0.0,0.0
514,2017,11,PARIS MONTPARNASSE,TOURS,73.01086956520001,185,1,38,9.88771929825,2.95398550725,5,2.95398550725,1,0,10.5263157895,0.0,36.8421052632,47.368421052600006,5.26315789474,0.0
515,2017,11,VANNES,PARIS MONTPARNASSE,155.92962963,273,3,63,25.7923280423,8.09012345679,39,8.09012345679,17,5,33.333333333300004,13.3333333333,20.0,26.6666666667,0.0,6.666666666669999
516,2017,11,STUTTGART,PARIS EST,190.603881279,146,0,28,24.343452381,6.33127853881,15,6.33127853881,6,2,39.2857142857,17.8571428571,10.7142857143,14.2857142857,7.1428571428600005,10.7142857143
517,2016,7,DIJON VILLE,PARIS LYON,97.9349315068,438,0,28,26.1428571429,0.570776255708,16,36.5,7,2,18.5185185185,29.6296296296,25.925925925900003,14.8148148148,0.0,11.1111111111
518,2016,7,ANGERS SAINT LAUD,PARIS MONTPARNASSE,104.912162162,445,1,58,29.4655172414,4.45945945946,41,34.8536585,16,3,24.5614035088,22.8070175439,3.50877192982,31.5789473684,12.2807017544,5.26315789474
519,2016,7,STRASBOURG,NANTES,305.122807018,57,0,7,40.8571428571,7.0350877193,7,40.8571429,5,1,14.2857142857,42.8571428571,0.0,28.5714285714,14.2857142857,0.0
520,2016,5,PARIS LYON,LYON PART DIEU,120.096801347,594,0,22,38.2727272727,1.38383838384,18,43.8333333,6,1,54.545454545500014,31.818181818200003,4.54545454545,4.54545454545,4.54545454545,0.0
521,2016,5,PARIS MONTPARNASSE,POITIERS,106.226269316,453,0,28,49.071428571400006,2.43046357616,20,63.8,13,6,14.2857142857,35.7142857143,28.5714285714,14.2857142857,3.5714285714300003,3.5714285714300003
522,2016,5,POITIERS,PARIS MONTPARNASSE,109.484513274,452,2,56,63.375,7.573008849560001,45,75.8666667,26,17,16.3265306122,44.8979591837,20.4081632653,10.2040816327,8.16326530612,0.0
523,2016,5,VANNES,PARIS MONTPARNASSE,206.54241071400003,224,0,18,51.0555555556,4.14732142857,18,51.055555600000005,12,3,76.4705882353,11.7647058824,0.0,5.8823529411800015,5.8823529411800015,0.0
524,2016,12,MARSEILLE ST CHARLES,PARIS LYON,200.641686183,430,3,41,32.9284552846,2.54871194379,32,38.7817708333,17,6,29.7297297297,27.027027027,21.621621621600003,18.9189189189,0.0,2.7027027027
525,2016,12,PARIS MONTPARNASSE,LA ROCHELLE VILLE,202.007874016,127,0,5,52.2,0.6732283464569999,4,62.5,2,2,66.6666666667,0.0,33.333333333300004,0.0,0.0,0.0
526,2016,12,TOURS,PARIS MONTPARNASSE,76.7551020408,196,0,52,11.5153846154,3.64260204082,7,34.1904761905,2,1,12.0,24.0,44.0,4.0,4.0,12.0
527,2016,12,LILLE,MARSEILLE ST CHARLES,299.654761905,168,0,41,32.4353658537,9.78700396825,41,32.4353658537,14,3,33.333333333300004,2.77777777778,41.6666666667,16.6666666667,2.77777777778,2.77777777778
528,2016,6,LYON PART DIEU,PARIS LYON,121.070093458,535,87,82,31.256097561,5.64859813084,58,38.7068966,26,11,18.75,47.5,8.75,6.25,8.75,10.0
529,2016,6,STUTTGART,PARIS EST,148.63963964,111,0,18,23.7777777778,5.20720720721,12,29.25,5,0,16.6666666667,5.555555555560001,61.1111111111,11.1111111111,5.555555555560001,0.0
530,2016,10,PARIS MONTPARNASSE,RENNES,137.587406015,532,0,71,30.2957746479,5.65037593985,46,39.8695652,25,7,14.035087719299998,50.8771929825,14.035087719299998,5.26315789474,12.2807017544,3.50877192982
531,2016,10,LYON PART DIEU,MONTPELLIER,113.7046875,321,1,66,28.5909090909,7.15625,46,35.3695652,17,5,24.5901639344,32.7868852459,26.229508196700007,4.9180327868900005,4.9180327868900005,6.557377049179999
532,2016,10,NANTES,STRASBOURG,324.648648649,37,0,3,44.3333333333,4.54054054054,3,44.3333333,2,1,0.0,100.0,0.0,0.0,0.0,0.0
533,2017,8,PARIS EST,NANCY,96.7580071174,282,1,15,22.1788888889,1.82538552788,10,27.4766666667,4,0,28.5714285714,14.2857142857,21.4285714286,21.4285714286,14.2857142857,0.0
534,2017,8,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.444444444,182,2,15,20.6544444444,3.44324074074,8,28.3854166667,3,0,13.3333333333,6.666666666669999,20.0,46.6666666667,6.666666666669999,6.666666666669999
535,2017,8,PARIS LYON,MONTPELLIER,207.189839572,376,2,82,30.3298780488,7.347771836010001,61,36.6398907104,31,10,24.6753246753,32.4675324675,18.1818181818,20.7792207792,2.5974025974,1.2987012987
536,2017,8,DOUAI,PARIS NORD,77.3144654088,159,0,21,13.4428571429,2.53039832285,8,22.3145833333,1,0,0.0,42.8571428571,21.4285714286,14.2857142857,14.2857142857,7.1428571428600005
537,2017,8,GENEVE,PARIS LYON,192.067387821,208,0,35,34.0614285714,7.2047275641,27,40.5117283951,9,5,8.57142857143,40.0,31.4285714286,14.2857142857,0.0,5.71428571429
538,2017,5,VALENCE ALIXAN TGV,PARIS LYON,132.426923077,262,2,39,36.7179487179,5.05769230769,31,43.0908602,12,3,23.0769230769,42.3076923077,11.538461538499998,15.3846153846,3.84615384615,3.84615384615
540,2017,5,ZURICH,PARIS LYON,239.028169014,142,0,9,28.5555555556,2.07042253521,6,37.2,2,1,33.333333333300004,33.333333333300004,22.2222222222,0.0,11.1111111111,0.0
541,2017,3,PARIS LYON,AVIGNON TGV,159.43507972700002,440,1,33,30.696969697,3.63325740319,18,46.0,12,5,34.375,15.625,31.25,15.625,0.0,3.125
542,2017,3,BREST,PARIS MONTPARNASSE,271.313084112,215,1,9,67.8888888889,3.5327102803699995,9,67.9,6,4,50.0,37.5,0.0,12.5,0.0,0.0
543,2017,3,PARIS EST,FRANCFORT,196.2,176,1,21,27.8571428571,6.53714285714,21,27.9,8,0,9.523809523810002,38.0952380952,28.5714285714,19.0476190476,4.7619047619,0.0
544,2016,9,NANCY,PARIS EST,93.2334494774,287,0,23,24.3913043478,0.609756097561,12,37.9166667,5,1,36.3636363636,18.1818181818,18.1818181818,4.54545454545,22.7272727273,0.0
545,2016,9,PARIS EST,REIMS,47.0071428571,210,0,10,28.8,1.7380952381,6,42.8333333,2,2,40.0,10.0,30.0,10.0,0.0,10.0
546,2016,9,CHAMBERY CHALLES LES EAUX,PARIS LYON,183.565445026,193,2,32,26.6875,5.72251308901,28,28.5714286,5,2,9.375,46.875,25.0,9.375,6.25,3.125
547,2016,9,DIJON VILLE,PARIS LYON,97.9919354839,435,1,33,43.696969697,2.75806451613,24,55.1666667,8,5,25.0,15.625,25.0,21.875,6.25,6.25
548,2016,9,PARIS LYON,VALENCE ALIXAN TGV,131.735087719,285,0,35,22.2285714286,4.69122807018,18,31.055555600000005,7,1,46.875,15.625,12.5,9.375,6.25,9.375
549,2016,9,PARIS MONTPARNASSE,NANTES,136.247771836,562,1,64,36.5625,4.992869875219999,45,46.7111111,24,10,55.5555555556,25.3968253968,6.34920634921,6.34920634921,6.34920634921,0.0
550,2017,4,METZ,PARIS EST,85.3309352518,285,7,60,34.9833333333,7.61870503597,37,51.5707207,18,10,33.333333333300004,25.0,20.8333333333,18.75,0.0,2.08333333333
551,2017,4,PARIS MONTPARNASSE,ANGERS SAINT LAUD,100.811557789,402,4,35,39.9142857143,4.25879396985,27,48.1246914,15,8,17.2413793103,58.6206896552,0.0,17.2413793103,0.0,6.896551724139999
552,2017,4,MARSEILLE ST CHARLES,LYON PART DIEU,104.789473684,500,6,108,23.1851851852,7.6578947368399986,67,29.8820896,19,7,18.6813186813,24.175824175800003,36.2637362637,17.5824175824,3.2967032967,0.0
553,2017,1,PARIS LYON,PERPIGNAN,306.882758621,145,0,23,55.0007246377,9.41517241379,23,55.0007246377,15,8,22.7272727273,18.1818181818,27.2727272727,22.7272727273,9.09090909091,0.0
554,2017,1,STUTTGART,PARIS EST,120.720714286,143,3,49,22.9823129252,8.9080952381,33,28.2474747475,11,2,19.565217391300003,23.9130434783,19.565217391300003,26.0869565217,4.34782608696,6.521739130429999
555,2017,2,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.945054945,184,2,11,30.5181818182,0.942490842491,8,37.0645833333,2,2,9.09090909091,9.09090909091,63.63636363639999,0.0,18.1818181818,0.0
556,2017,2,PARIS LYON,DIJON VILLE,96.7553444181,423,2,22,32.003030303,1.4953285827399998,17,38.1901960784,8,3,20.0,30.0,10.0,35.0,0.0,5.0
557,2017,2,ANGOULEME,PARIS MONTPARNASSE,155.30030959799998,327,4,38,43.0131578947,5.327347781219999,27,55.700617284,11,9,27.7777777778,50.0,5.555555555560001,11.1111111111,0.0,5.555555555560001
558,2017,2,PARIS MONTPARNASSE,LAVAL,96.3286384977,215,2,13,33.358974359,2.00985915493,7,51.0928571429,4,2,8.333333333330001,41.6666666667,0.0,50.0,0.0,0.0
559,2017,2,LE MANS,PARIS MONTPARNASSE,56.7025171625,438,1,77,25.0216450216,4.82356979405,38,42.2302631579,17,8,24.0740740741,46.2962962963,9.259259259260002,16.6666666667,3.7037037037,0.0
560,2017,2,RENNES,LYON PART DIEU,260.26804123700003,98,1,15,36.92,5.41013745704,15,36.92,5,1,15.3846153846,23.0769230769,38.4615384615,23.0769230769,0.0,0.0
561,2017,6,PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.7488262911,429,3,78,33.3846153846,8.69483568075,55,42.2806061,27,12,12.0,8.0,0.0,44.0,8.0,28.000000000000004
562,2017,6,LE MANS,PARIS MONTPARNASSE,56.7055084746,475,3,172,22.9360465116,9.12923728814,67,45.4676617,32,12,50.0,4.54545454545,4.54545454545,27.2727272727,13.6363636364,0.0
563,2017,6,NANTES,PARIS MONTPARNASSE,134.245960503,561,4,119,33.991596638699995,9.33393177738,82,43.7831301,40,18,16.6666666667,0.0,0.0,16.6666666667,66.6666666667,0.0
564,2017,6,PARIS MONTPARNASSE,POITIERS,104.395491803,492,4,88,27.5340909091,6.51024590164,48,40.3263889,21,11,3.22580645161,6.451612903230001,0.0,12.903225806499998,77.4193548387,0.0
565,2017,6,POITIERS,PARIS MONTPARNASSE,104.232653061,494,4,114,31.2192982456,8.220408163270001,75,41.1744444,41,12,5.26315789474,21.0526315789,0.0,63.1578947368,10.5263157895,0.0
566,2017,6,LILLE,PARIS NORD,68.74698795180001,583,2,100,15.11,1.4130808950100002,28,31.514881,10,3,60.0,0.0,0.0,40.0,0.0,0.0
567,2017,6,LYON PART DIEU,MARSEILLE ST CHARLES,105.672690763,502,4,155,31.5806451613,11.588353413699998,125,36.2229333,53,17,58.8235294118,0.0,5.8823529411800015,35.29411764709999,0.0,0.0
568,2017,6,MONTPELLIER,LYON PART DIEU,111.131410256,315,3,75,25.6933333333,8.69871794872,50,32.6806667,16,6,64.2857142857,14.2857142857,0.0,14.2857142857,7.1428571428600005,0.0
569,2017,6,PARIS LYON,LAUSANNE,204.177777778,136,1,23,32.8260869565,7.1111111111100005,20,35.9283333,8,3,54.545454545500014,9.09090909091,9.09090909091,9.09090909091,18.1818181818,0.0
570,2017,9,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.502645503,190,1,12,19.0263888889,2.02116402116,4,36.3291666667,1,1,9.09090909091,18.1818181818,54.545454545500014,0.0,9.09090909091,9.09090909091
571,2017,9,PARIS NORD,DOUAI,66.400990099,204,2,32,18.7598958333,2.90321782178,13,33.6897435897,7,1,39.130434782600005,8.69565217391,13.0434782609,26.0869565217,13.0434782609,0.0
572,2017,9,DOUAI,PARIS NORD,77.0547263682,203,2,38,12.8447368421,3.0947761194,10,23.4433333333,1,0,6.666666666669999,30.0,36.6666666667,10.0,16.6666666667,0.0
573,2017,9,STRASBOURG,NANTES,287.105263158,38,0,6,26.775,5.799561403509999,6,26.775,2,0,0.0,33.333333333300004,16.6666666667,33.333333333300004,16.6666666667,0.0
